Pyroxene Minerals (crystalline) (Jäger et al. 1998) :Enstatite (normal to c-axis), s1from: http://www.astro.uni-jena.de/Laboratory/Database/data/silicate/ens_s1.lnk808 linesmicrons    n               k

Wavelength [microns]  Re(m)       Im(m)
      60.9375       3.1031599     0.271500
      61.4865       3.1008899     0.229740
      62.0454       3.0703800     0.207220
      62.6147       3.0473199     0.235220
      63.1944       3.0560300     0.216450
      63.7850       3.0291901     0.243440
      64.3868       3.0662501     0.228920
      65.0000       3.0472100     0.229050
      65.6250       3.0835199     0.180980
      66.2621       2.9895401     0.168420
      66.9118       3.0346799     0.228960
      67.5743       3.0418999     0.146420
      68.2500       2.9733400     0.156410
      68.9394       2.9873400     0.193080
      69.6429       2.9953201     0.155230
      70.3608       2.9558201     0.175970
      71.0938       2.9970801     0.171860
      71.8421       2.9516599     0.137130
      72.6064       2.9425700     0.178430
      73.3871       2.9676700     0.172860
      74.1848       2.9651599     0.146890
      75.0000       2.9433501     0.148870
      75.8333       2.9590199     0.149290
      76.6854       2.9536099     0.117510
      77.5568       2.9168601     0.104840
      78.4483       2.9054599     0.129610
      79.3605       2.8978801     0.112870
      80.2941       2.8861599     0.157120
      81.2500       2.9284799     0.109390
      82.2289       2.8482299     0.133000
      83.2317       2.9508200     0.158550
      84.2593       2.8761101    0.0331000
      85.3125       2.7936900     0.144850
      86.3924       2.8947699     0.193550
      87.5000       2.9129300     0.102060
      88.6364       2.8507800     0.123760
      89.8026       2.9008999     0.123100
      91.0000       2.8463099     0.100360
      92.2297       2.8870399     0.132580
      93.4931       2.8510201    0.0841100
      94.7917       2.8821900     0.124360
      96.1268       2.8215599    0.0278700
      97.5000       2.7665401     0.189700
      98.9130       2.9569499     0.147030
