 ICOMP=17: Draine 2003 astrosilicate                 0.1000 = grain radius (micron)   20.00 = grain temperature (K)     837 = number of wavelengths  wave(um)      eps_1-1    eps_2      Re(n)-1     Im(n)

Wavelength [microns]  Re(m)       Im(m)
     0.130509       1.9307001     0.629300
     0.133316       1.9510000     0.610500
     0.136246       1.9739001     0.591200
     0.138995       1.9979000     0.573400
     0.140891       2.0170000     0.560900
     0.142510       2.0369999     0.548300
     0.144167       2.0599999     0.529700
     0.145864       2.0820000     0.504400
     0.149001       2.1090000     0.448900
     0.154980       2.1199999     0.336800
     0.160000       2.1009998     0.260100
     0.165312       2.0690000     0.197600
     0.170004       2.0390000     0.157100
     0.180000       1.9775000    0.0996200
     0.189985       1.9261000    0.0667700
     0.200006       1.8845999    0.0462200
     0.210000       1.8494999    0.0346300
     0.213766       1.8383000    0.0319300
     0.217516       1.8276000    0.0299300
     0.219014       1.8238001    0.0293100
     0.221400       1.8177000    0.0285000
     0.225425       1.8080001    0.0276500
     0.229983       1.7986000    0.0273200
     0.233932       1.7914000    0.0272400
     0.238431       1.7838000    0.0273600
     0.240000       1.7816000    0.0274400
     0.250018       1.7686000    0.0282700
     0.258300       1.7598000    0.0284400
     0.273998       1.7465999    0.0286900
     0.285021       1.7392000    0.0288100
     0.291727       1.7351000    0.0288800
     0.309960       1.7261000    0.0290600
     0.326274       1.7200000    0.0291600
     0.344018       1.7144001    0.0292800
     0.364981       1.7091000    0.0293800
     0.381489       1.7058001    0.0294600
     0.399948       1.7028000    0.0295400
     0.433966       1.6983000    0.0296200
     0.439972       1.6977000    0.0296400
     0.486021       1.6940000    0.0297300
     0.550062       1.6904000    0.0298600
     0.656347       1.6877999    0.0300600
     0.700079       1.6873000    0.0301600
     0.799897       1.6863000    0.0304000
     0.899739       1.6862000    0.0306000
     0.999871       1.6863000    0.0307700
      1.12713       1.6863000    0.0310100
      1.23984       1.6861000    0.0312000
      1.24996       1.6859000    0.0312300
      1.30509       1.6859000    0.0314000
      1.37760       1.6860000    0.0316400
      1.45863       1.6856000    0.0318900
      1.54980       1.6856000    0.0321800
      1.65004       1.6851001    0.0324600
      1.77120       1.6845000    0.0328200
      1.90745       1.6835001    0.0333300
      2.06640       1.6825000    0.0339500
      2.12192       1.6819999    0.0341600
      2.19986       1.6811000    0.0344800
      2.25426       1.6807001    0.0347000
      2.42393       1.6789000    0.0353800
      2.47968       1.6780000    0.0356000
      2.75520       1.6744000    0.0367700
      3.09960       1.6684000    0.0382700
