 ICOMP=17: Draine 2003 astrosilicate                 0.1000 = grain radius (micron)   20.00 = grain temperature (K)     837 = number of wavelengths  wave(um)      eps_1-1    eps_2      Re(n)-1     Im(n)

Wavelength [microns]  Re(m)       Im(m)
      3.26274       1.6653000    0.0391500
      3.40148       1.6624000    0.0397700
      3.64659       1.6567000    0.0406700
      3.87450       1.6507000    0.0414400
      4.13280       1.6429000    0.0422800
      4.42800       1.6327000    0.0429600
      4.76862       1.6187000    0.0439200
      4.99935       1.6075001    0.0447700
      5.16600       1.5987999    0.0455000
      5.51040       1.5785000    0.0475100
      5.63564       1.5703000    0.0484000
      5.90400       1.5510000    0.0506100
      6.19920       1.5276000    0.0533000
      6.35815       1.5132999    0.0544700
      6.52547       1.4967999    0.0554000
      6.70184       1.4770000    0.0561100
      6.91104       1.4492000    0.0566600
      7.08480       1.4207001    0.0575500
      7.29318       1.3787000    0.0612300
      7.51418       1.3206999    0.0736400
      7.74900       1.2494000     0.108200
      7.99897       1.1729000     0.176000
      8.26560       1.1217000     0.284700
      8.37730       1.1145000     0.328900
      8.49205       1.1091000     0.368700
      8.61000       1.0999000     0.407700
      8.73127       1.0870000     0.452700
      8.85600       1.0754600     0.508300
      8.98435       1.0718900     0.574600
      9.11647       1.0821500     0.648200
      9.25254       1.1095999     0.722500
      9.39273       1.1531000     0.790100
      9.53723       1.2082000     0.845300
      9.66360       1.2586000     0.880200
      9.68625       1.2673000     0.885200
      9.84000       1.3222001     0.913600
      9.99871       1.3701000     0.939100
      10.1626       1.4167000     0.969200
      10.3320       1.4741000      1.00500
      10.5071       1.5499001      1.03000
      10.6883       1.6289001      1.03000
      10.8758       1.6935000      1.01600
      11.0700       1.7513000      1.00400
      11.2713       1.8098000     0.984600
      11.4800       1.8601999     0.958800
      11.6966       1.9085000     0.935300
      11.9215       1.9621999     0.901600
      12.1553       2.0050001     0.852700
      12.2756       2.0200000     0.827900
      12.3984       2.0339999     0.803900
      12.6514       2.0599999     0.750400
      12.9150       2.0720000     0.687600
      13.1898       2.0669999     0.628300
      13.4765       2.0520000     0.569100
      13.7760       2.0139999     0.511800
      14.0891       1.9547000     0.474500
      14.4167       1.8892000     0.465100
      14.7600       1.8311000     0.479000
      14.9993       1.7994000     0.494900
      15.1200       1.7849000     0.503700
      15.4980       1.7436000     0.536900
      15.8954       1.7109001     0.579600
      16.3137       1.6838000     0.629900
      16.7546       1.6690000     0.690300
      17.2200       1.6636000     0.753800
      17.7120       1.6735001     0.825900
      18.2329       1.6975000     0.895200
      18.7855       1.7414000     0.966400
      19.3725       1.7990000      1.02200
      20.0007       1.8735000      1.06500
      20.3253       1.9075999      1.07200
      20.6640       1.9362000      1.08200
      21.0142       1.9665999      1.09200
      21.3766       1.9971000      1.09900
      21.7516       2.0240002      1.10600
      22.1400       2.0539999      1.11600
      22.5425       2.0880001      1.12000
      22.9600       2.1150000      1.11900
      23.3932       2.1410000      1.12400
      23.8431       2.1710000      1.12800
      24.3106       2.1970000      1.12900
      24.7968       2.2259998      1.13500
      24.9968       2.2389998      1.13600
      27.5520       2.3710001      1.12600
      29.9986       2.4819999      1.11600
      33.5092       2.6110001      1.08500
      37.5709       2.7210000      1.05000
      41.3280       2.8230000      1.01900
      45.0851       2.9089999     0.978800
      49.9935       3.0020001     0.923000
      51.6600       3.0290000     0.903900
      53.9061       3.0620000     0.878100
      56.3564       3.0950000     0.850200
      59.0400       3.1270001     0.820400
      61.9920       3.1570001     0.788500
      63.5815       3.1719999     0.771900
      65.2547       3.1860001     0.754900
      67.0184       3.2000000     0.737500
      68.8800       3.2140000     0.719700
      70.0079       3.2210000     0.709200
      70.8480       3.2270000     0.701500
      72.9318       3.2390001     0.683000
      75.1418       3.2509999     0.664200
      77.4900       3.2630000     0.645100
      79.9897       3.2739999     0.625800
      82.6560       3.2850001     0.606300
      85.5062       3.2950001     0.586500
      88.5600       3.3050001     0.566600
      91.8400       3.3139999     0.546600
      95.3723       3.3230000     0.526400
      99.9871       3.3329999     0.502100
      103.320       3.3390000     0.485800
      112.713       3.3529999     0.445000
      118.080       3.3599999     0.424500
      123.984       3.3659999     0.404000
      135.000       3.3759999     0.370600
      149.993       3.3850000     0.333000
      174.995       3.3950000     0.284800
      200.007       3.4020000     0.248700
      225.016       3.4080000     0.220700
      240.000       3.4110000     0.206900
      247.968       3.4140000     0.199800
      250.018       3.4140000     0.197800
      259.979       3.4159999     0.187700
      274.970       3.4170001     0.173900
      299.986       3.4159999     0.155100
      348.858       3.4130001     0.128900
      398.662       3.4100001     0.111100
      448.567       3.4070001    0.0986000
      499.935       3.4050000    0.0892200
      548.117       3.4040000    0.0825500
      598.090       3.4030001    0.0771400
      619.920       3.4030001    0.0751400
      637.778       3.4030001    0.0736400
      657.740       3.4030001    0.0721000
      677.879       3.4030001    0.0706500
      700.079       3.4030001    0.0691800
      750.054       3.4030001    0.0662800
      797.325       3.4030001    0.0638800
      899.739       3.4040000    0.0594000
      999.871       3.4059999    0.0557300
      1200.23       3.4080000    0.0499000
      1239.84       3.4089999    0.0489300
      1499.93       3.4119999    0.0436100
      2000.06       3.4159999    0.0366500
      2479.68       3.4180000    0.0321900
      2999.85       3.4210000    0.0287000
      3999.48       3.4240000    0.0241300
      4999.35       3.4260001    0.0210900
      6199.20       3.4280000    0.0185300
      7000.79       3.4289999    0.0172200
      8997.39       3.4310000    0.0148000
      9998.71       3.4319999    0.0138400
      11001.2       3.4319999    0.0126200
      12398.4       3.4330001    0.0112000
      14999.3       3.4340000   0.00925400
      20000.6       3.4340000   0.00693900
      24796.8       3.4340000   0.00559600
      29998.6       3.4349999   0.00462600
      49993.6       3.4349999   0.00277500
      61992.0       3.4349999   0.00223900
      70007.9       3.4349999   0.00198200
      99987.1       3.4349999   0.00138800
      123984.       1.0011190      0.00000
