

Wavelength [microns]  Re(m)       Im(m)
      6.79218       1.1849028   0.00625430
      6.79538       1.1841474   0.00628426
      6.79858       1.1833894   0.00631440
      6.80178       1.1826292   0.00634475
      6.80498       1.1818666   0.00637528
      6.80818       1.1811016   0.00640602
      6.81138       1.1803342   0.00643696
      6.81458       1.1795646   0.00646809
      6.81778       1.1787921   0.00649943
      6.82098       1.1780175   0.00653097
      6.82418       1.1772404   0.00656272
      6.82738       1.1764609   0.00659467
      6.83058       1.1756788   0.00662683
      6.83378       1.1748943   0.00665921
      6.83698       1.1741073   0.00669180
      6.84018       1.1733176   0.00672461
      6.84338       1.1725258   0.00675762
      6.84658       1.1717310   0.00679086
      6.84978       1.1709338   0.00682432
      6.85299       1.1701341   0.00685800
      6.85619       1.1693319   0.00689190
      6.85939       1.1685270   0.00692604
      6.86259       1.1677196   0.00696040
      6.86579       1.1669095   0.00699499
      6.86899       1.1660967   0.00702982
      6.87219       1.1652814   0.00706487
      6.87539       1.1644634   0.00710017
      6.87859       1.1636428   0.00713570
      6.88179       1.1628193   0.00717148
      6.88499       1.1619934   0.00720749
      6.88819       1.1611645   0.00724375
      6.89139       1.1603330   0.00728026
      6.89459       1.1594988   0.00731702
      6.89779       1.1586617   0.00735403
      6.90099       1.1578223   0.00739129
      6.90419       1.1569797   0.00742882
      6.90739       1.1561345   0.00746659
      6.91059       1.1552862   0.00750464
      6.91379       1.1544353   0.00754294
      6.91699       1.1535816   0.00758150
      6.92019       1.1527251   0.00762034
      6.92339       1.1518655   0.00765945
      6.92659       1.1510029   0.00769884
      6.92979       1.1501379   0.00773848
      6.93299       1.1492697   0.00777842
      6.93619       1.1483986   0.00781863
      6.93939       1.1475245   0.00785913
      6.94259       1.1466475   0.00789992
      6.94579       1.1457676   0.00794099
      6.94899       1.1448846   0.00798235
      6.95220       1.1439986   0.00802401
      6.95540       1.1431093   0.00806598
      6.95860       1.1422176   0.00810821
      6.96180       1.1413223   0.00815078
      6.96500       1.1404243   0.00819364
      6.96820       1.1395229   0.00823681
      6.97140       1.1386185   0.00828029
      6.97460       1.1377109   0.00832409
      6.97780       1.1368003   0.00836820
      6.98100       1.1358864   0.00841263
      6.98420       1.1349695   0.00845739
